am_sid,binomial
w-pol-131218,pileolaria berkeleyana
w-pol-131036,pseudovermilia occidentalis
w-pol-334720,salmacina tribranchiata
w-pol-131051,serpula vermicularis
w-pol-209944,spirobranchus giganteus
w-pol-335016,vermiliopsis annulata
slb-4109,prionospio dayi
w-pol-333121,boccardiella hamata
w-pol-131125,dispio uncinata
w-pol-131128,laonice cirrata
w-pol-333955,malacoceros vanderhorsti
w-pol-157490,microspio pigmentata
w-pol-131140,paraprionospio pinnata
w-pol-131143,polydora cornuta
slb-4209,dipolydora socialis
w-pol-153847,polydora websteri
slb-4227,prionospio malmgreni
w-pol-131164,prionospio steenstrupi
w-pol-131167,pseudopolydora kempi
slb-4271,scolelepis squamata
slb-4272,scolelepis texana
w-pol-131183,spio filicornis
w-pol-334829,spiophanes berkeleyorum
w-pol-131187,spiophanes bombyx
slb-4294,spiophanes duplex
w-pol-131190,spiophanes wigleyi
w-pol-131191,streblospio benedicti
w-pol-131242,sternaspis scutata
w-pol-131489,eupolymnia nebulosa
w-pol-131495,lanice conchilega
w-pol-131499,loimia medusa
w-pol-131508,nicolea zostericola
w-pol-330754,pista brevibranchiata
w-pol-131516,pista cristata
w-pol-209920,pista fasciata
w-pol-868065,pista maculata
w-pol-332560,thelepus crispus
w-pol-131544,thelepus setosus
w-pol-131574,trichobranchus glacialis
w-pol-129866,arenicola cristata
w-pol-129876,capitella capitata
w-pol-157322,dasybranchus lumbricoides
w-pol-157324,dasybranchus lunulatus
w-pol-129884,heteromastus filiformis
w-pol-157482,mediomastus ambiseta
w-pol-157483,mediomastus californiensis
slb-4498,notomastus hemipodus
w-pol-157504,notomastus hemipodus
w-pol-129898,notomastus latericeus
w-pol-157505,rashgua lobatus
w-pol-334241,notomastus tenuis
w-pol-326851,cossura delta
w-pol-129986,cossura soyeri
slb-4539,clymenella mucosa
w-pol-157265,boguea enigmatica
w-pol-130279,clymenella torquata
w-pol-329174,maldane cristata
w-pol-130303,maldane glebifex
w-pol-130305,maldane sarsi
w-pol-130324,praxillella gracilis
w-pol-157219,armandia agilis
w-pol-209885,armandia intermedia
w-pol-157220,armandia maculata
w-pol-155463,ophelia denticulata
w-pol-130500,ophelina acuminata
w-pol-130503,ophelina cylindricaudata
w-pol-130510,polyophthalmus pictus
w-pol-332640,travisia hobsonae
w-pol-327326,califia calida
w-pol-334058,naineris grubei
w-pol-130515,naineris laevigata
w-pol-334062,naineris setosa
w-pol-157515,orbinia riseri
slb-4736,scoloplos acmeceps
slb-4744,leodamas rubrus
slb-4746,leodamas texana
slb-4794,aricidea wassi
w-pol-130576,cirrophorus branchiatus
slb-4802,paradoneis lyra
w-pol-146932,paraonis fulgens
w-pol-157523,paraonis pygoenigmatica
w-pol-130860,questa caudicirra
w-pol-326667,asclerocheilus beringianus
w-pol-130980,scalibregma inflatum
its-83691,artemia salina
its-mam-180547,enhydra lutris
its-64279,echinorhynchus gadi
its-mam-180639,odobenus rosmarus
its-mam-180636,arctocephalus philippii
its-mam-180627,callorhinus ursinus
its-mam-180625,eumetopias jubatus
its-mam-180621,zalophus californianus
its-mam-180655,erignathus barbatus
its-mam-622021,histriophoca fasciata
its-mam-180672,mirounga angustirostris
its-mam-180642,phoca largha
its-mam-180649,phoca vitulina
its-mam-622018,pusa hispida
its-mam-180533,balaena mysticetus
its-mam-612591,eubalaena japonica
its-mam-180524,balaenoptera acutorostrata
its-mam-180526,balaenoptera borealis
its-mam-612597,balaenoptera brydei
its-mam-180525,balaenoptera edeni
its-mam-180528,balaenoptera musculus
its-mam-180527,balaenoptera physalus
its-mam-180530,megaptera novaeangliae
its-mam-555654,cephalorhynchus heavisidii
its-mam-180438,delphinus delphis
its-mam-180461,feresa attenuata
its-mam-180466,globicephala macrorhynchus
its-mam-180457,grampus griseus
its-mam-180440,lagenodelphis hosei
its-mam-180444,lagenorhynchus obliquidens
its-mam-180454,lissodelphis borealis
its-mam-180469,orcinus orca
its-mam-180459,peponocephala electra
its-mam-180463,pseudorca crassidens
its-mam-180430,stenella attenuata
its-mam-180434,stenella coeruleoalba
its-mam-180429,stenella longirostris
its-mam-180417,steno bredanensis
its-mam-180426,tursiops truncatus
its-mam-180521,eschrichtius robustus
its-mam-180491,kogia breviceps
its-mam-180492,kogia sima
its-mam-180483,delphinapterus leucas
its-mam-180473,phocoena phocoena
its-mam-180480,phocoenoides dalli
its-mam-180496,berardius bairdii
its-mam-180502,indopacetus pacificus
its-mam-180512,mesoplodon carlhubbsi
its-mam-180517,mesoplodon densirostris
its-mam-180510,mesoplodon ginkgodens
its-mam-552772,mesoplodon peruvianus
its-mam-180514,mesoplodon stejnegeri
its-mam-180498,ziphius cavirostris
its-mam-180681,hydrodamalis gigas
rep-5337,laticauda colubrina
w-amp-158020,ampelisca abdita
w-amp-158021,ampelisca agassizi
w-amp-421433,ampelisca bicarinata
w-amp-421434,ampelisca brevisimulata
w-amp-421436,ampelisca cristata
w-amp-421438,ampelisca lobata
rep-1347,caretta caretta
rep-5414,lepidochelys olivacea
rep-3437,dermochelys coriacea
w-amp-423028,ampelisca romigi
slb-55807,dolioletta gegenbauri
w-tha-137246,doliolum denticulatum
w-tha-137250,pyrosoma atlanticum
w-tha-137256,brooksia rostrata
w-tha-137266,pegea confoederata
w-tha-137270,salpa aspera
w-tha-137272,salpa fusiformis
w-tha-137273,salpa maxima
w-tha-137275,soestia zonaria
w-tha-137279,thalia democratica
w-tha-137281,thetys vagina
w-hex-283441,urticina coriacea
w-amp-158022,ampelisca vadorum
w-hex-100832,urticina crassicornis
w-hex-240753,anthopleura sola
w-hex-283377,anthopleura xanthogrammica
w-hex-283422,cribrinopsis fernaldi
w-hex-283435,epiactis prolifera
slb-56831,urticina eques
w-hex-290758,phymactis clematis
w-hex-290760,phymactis papillosa
w-amp-158026,ampithoe longimana
w-hex-100854,stomphia coccinea
w-hex-220506,triactis producta
w-hex-288925,boloceroides mcmurrichi
w-hex-100872,diadumene cincta
w-amp-158157,unciola serrata
w-amp-102064,argissa hamatipes
w-hex-283678,telmatactis decora
w-hex-283704,metridium farcimen
w-hex-100982,metridium senile
w-amp-158032,batea catharinensis
w-hex-290090,heteractis magnifica
w-hex-289169,cryptodendrum adhaesivum
w-oct-156101,gersemia fruticosa
w-ant-287837,cirrhipathes spiralis
w-ant-290441,myriopathes ulex
w-ant-103323,bathypathes patula
w-cer-283820,pachycerianthus fimbriatus
w-oct-210725,heliopora coerulea
w-crl-283836,corynactis californica
w-oct-289357,adelogorgia phyllosclera
w-oct-289935,eugorgia rubens
w-amp-421457,colomastix halichondriae
w-oct-125418,paragorgia arborea
w-oct-287556,muricea californica
w-oct-287562,muricea fruticosa
w-oct-290417,muriceopsis flavida
w-oct-128506,funiculina quadrangularis
w-oct-128512,kophobelemnon stelliferum
w-oct-128517,pennatula phosphorea
w-oct-290947,ptilosarcus gurneyi
w-amp-421576,apocorophium simile
w-oct-286695,stylatula elongata
slb-61615,acropora abrotanoides
w-scl-207035,acropora intermedia
w-scl-206994,acropora lutkeni
w-scl-287698,montipora capricornis
w-scl-207274,gardineroseris planulata
w-scl-207291,leptoseris hawaiiensis
w-scl-207283,leptoseris mycetoseroides
w-amp-225814,monocorophium acherusicum
w-scl-207315,pavona duerdeni
w-scl-207309,pavona maldivensis
w-scl-207303,pavona varians
w-scl-289412,anthemiphyllia dentata
w-amp-148592,monocorophium insidiosum
w-scl-135130,anomocora fecunda
w-scl-286718,anomocora marchadi
slb-61925,caryophyllia atlantica
slb-61939,caryophyllia diomedeae
slb-61945,caryophyllia hawaiiensis
w-scl-135147,cladocora debilis
w-scl-286780,coenocyathus bowersi
w-scl-135159,desmophyllum dianthus
slb-62066,desmophyllum pertusum
w-scl-286830,paracyathus stearnsii
w-scl-135168,solenosmilia variabilis
slb-62184,trochocyathus rhombocolumna
slb-62217,balanophyllia elegans
w-scl-286983,eguchipsammia fistula
w-scl-289891,endopachys grayi
w-scl-207418,echinopora gemmacea
w-scl-207494,plesiastrea versipora
w-scl-135198,javania cailleti
w-scl-287035,javania fusca
w-scl-287037,javania lamprotichum
slb-62605,fungiacyathus fragilis
slb-62608,fungiacyathus marenzelleri
slb-62652,cycloseris tenuis
w-scl-287443,gardineria hawaiiensis
w-scl-135209,madrepora oculata
w-scl-207227,porites solida
w-scl-288915,porites stephensoni
w-scl-288918,porites vaughani
w-scl-212178,stylaraea punctata
w-zoa-283864,epizoanthus scotinus
w-scy-135281,atolla vanhoeffeni
w-scy-135282,atolla wyvillei
w-scy-135284,nausithoe atlantica
w-scy-135294,periphylla periphylla
w-hyd-210730,millepora platyphylla
w-hyd-285860,stylaster californicus
w-hyd-285868,stylaster complanatus
w-hyd-117965,stylaster gemmascens
w-hyd-285880,stylaster gracilis
w-hyd-285891,stylaster marenzelleri
slb-63453,aequorea forskalea
w-hyd-117320,bimeria vestita
w-hyd-157917,bougainvillia carolinensis
w-hyd-117328,bougainvillia muscus
w-hyd-117333,bougainvillia superciliaris
w-hyd-284292,bythotiara depressa
w-hyd-284249,garveia annulata
w-hyd-117340,calyptospadix cerulea
w-hyd-117348,nemopsis bachei
w-hyd-117402,calycella syringa
w-hyd-221205,calycopsis simulans
w-hyd-117367,clytia gracilis
w-hyd-117368,clytia hemisphaerica
w-hyd-284368,clytia kincaidi
w-hyd-117370,clytia linearis
w-hyd-117373,clytia paulensis
w-hyd-117382,laomedea flexuosa
w-hyd-117385,obelia bidentata
w-hyd-117386,obelia dichotoma
w-hyd-117388,obelia geniculata
w-hyd-117389,obelia longissima
w-hyd-117313,blackfordia virginica
slb-63775,cuspidella humilis
w-hyd-117517,eutonina indicans
w-hyd-117420,candelabrum phrygium
w-hyd-117425,cladonema radiatum
w-hyd-117428,cordylophora caspia
w-hyd-117440,turritopsis nutricula
w-hyd-117452,corymorpha nutans
slb-63893,stauridiosarsia ophiogaster
w-hyd-151860,coryne eximia
w-hyd-117538,eudendrium album
w-hyd-284646,eudendrium attenuatum
w-hyd-117544,eudendrium capillare
w-hyd-117545,eudendrium carneum
w-hyd-284663,eudendrium exiguum
slb-63972,eudendrium eximium
w-hyd-117554,eudendrium rameum
w-hyd-157947,halecium beanii
w-hyd-117588,halecium delicatulum
w-hyd-284749,halecium macrocephalum
w-hyd-117597,halecium muricatum
w-hyd-117598,halecium nanum
w-hyd-117606,halecium tenellum
w-hyd-284982,scandia mutabilis
w-hyd-117679,acryptolaria conferta
w-hyd-117690,filellum serpens
w-hyd-117692,grammaria abietina
w-hyd-117702,lafoea dumosa
w-hyd-117970,modeeria rotunda
slb-64184,ptychogena crocea
w-hyd-117743,melicertum octocostatum
w-hyd-289361,aglauropsis aeora
w-hyd-289899,eperetmus typus
w-hyd-117768,gonionemus vertens
w-hyd-291321,gossea brachymera
w-hyd-117778,amphinema dinema
w-hyd-221202,stomotoca atra
w-hyd-117802,pennaria disticha
w-hyd-284054,aglaophenia struthionides
w-hyd-117628,antennella secundaria
w-hyd-117305,macrorhynchia philippina
w-hyd-117635,monostaechas quadridens
w-hyd-285218,plumularia attenuata
w-hyd-117820,plumularia filicula
w-hyd-117821,plumularia floridana
w-hyd-285265,plumularia margaretta
w-hyd-285266,plumularia megalocephala
w-hyd-117824,plumularia setacea
w-hyd-117870,abietinaria abietina
w-hyd-117873,abietinaria pulchra
w-hyd-117887,dynamena disticha
w-hyd-117906,sertularella polyzonias
w-hyd-285553,sertularella robusta
w-hyd-117909,sertularella tenella
w-hyd-117925,sertularia tenera
w-hyd-117929,symplectoscyphus tricuspidatus
w-hyd-117932,thuiaria articulata
slb-64873,tridentata marginata
w-hyd-287481,hincksella cylindrica
w-hyd-174252,chromatonema rubrum
w-hyd-117458,plotocnide borealis
w-hyd-117994,tubularia indivisa
w-hyd-117998,zanclea costata
w-hyd-196556,abyla haeckeli
w-hyd-135403,abylopsis tetragona
w-hyd-135407,enneagonum hyalinum
w-hyd-135484,agalma elegans
w-hyd-135495,nanomia bijuga
w-hyd-135417,chelophyes appendiculata
w-hyd-196554,chelophyes contorta
w-hyd-135419,diphyes bojani
w-hyd-135420,diphyes dispar
w-hyd-135423,eudoxoides mitra
w-hyd-196555,lensia campanella
w-hyd-287252,lensia challengeri
w-hyd-135426,lensia conoidea
w-hyd-135427,lensia cossack
w-hyd-135429,lensia fowleri
w-hyd-135433,lensia hotspur
w-hyd-135439,lensia subtilis
w-hyd-135440,lensia subtiloides
w-hyd-135441,muggiaea atlantica
w-hyd-135445,sulculeolaria biloba
w-hyd-135446,sulculeolaria chuni
w-hyd-135447,sulculeolaria quadrivalvis
w-hyd-135448,sulculeolaria turgida
slb-65046,forskalia edwardsii
w-hyd-135449,hippopodius hippopus
w-hyd-135451,vogtia pentacantha
w-hyd-135504,physophora hydrostatica
w-hyd-135455,amphicaryon ernesti
w-hyd-135470,rosacea cymbiformis
w-hyd-292482,rosacea flaccida
w-hyd-135404,bassia bassensis
slb-65076,sphaeronectes koellikeri
w-hyd-117263,aegina citrea
w-hyd-117266,aeginura grimaldii
w-hyd-117267,solmundella bitentaculata
w-hyd-117495,cunina globosa
w-hyd-117497,cunina octonaria
w-hyd-117567,geryonia proboscidalis
w-hyd-117568,liriope tetraphylla
w-hyd-117617,halicreas minimum
w-hyd-117622,halitrephes maasi
w-hyd-117851,aglaura hemistoma
w-hyd-117854,colobonema sericeum
w-hyd-117856,crossota rufobrunnea
w-hyd-117860,pantachogon haeckeli
w-hyd-117862,persa incolorata
w-hyd-117865,rhopalonema velatum
w-hyd-174752,pegantha martagon
w-hyd-117945,pegantha triloba
w-hyd-135278,tetraplatia volitans
w-scy-291140,stomolophus meleagris
w-scy-135301,cyanea capillata
w-scy-287210,chrysaora plocamia
w-scy-135305,pelagia noctiluca
w-scy-135306,aurelia aurita
w-scy-135309,phacellophora camtschatica
w-scy-135311,stygiomedusa gigantea
w-sta-287219,manania gwilliami
w-sta-135323,haliclystus octoradiatus
w-cte-106358,beroe cucumis
w-cte-106360,beroe forskalii
w-cte-265827,thalassocalyce inconstans
w-ase-292869,astrocles actinodetus
w-ase-368510,astrolirus panamensis
w-ase-254842,ampheraster marianus
w-ase-255044,astrometis sertulifera
slb-65530,leptasterias polaris
w-ase-255048,orthasterias koehleri
w-ase-255116,pedicellaster magister
w-ase-240757,pisaster brevispinus
w-ase-240758,pisaster giganteus
w-ase-240755,pisaster ochraceus
w-ase-240764,pycnopodia helianthoides
w-ase-254844,rathbunaster californicus
w-ase-378795,sclerasterias heteropaes
w-ase-255062,stylasterias forreri
w-ase-255123,tarsaster alaskanus
w-ase-255087,myxoderma sacculatum
w-ase-254837,zoroaster ophiurus
w-ase-380747,benthopecten claviger
slb-65566,cheiraster dawsoni
slb-65571,nearchaster aciculosus
slb-65573,nearchaster variabilis
w-ase-292851,astropecten armatus
w-ase-345389,dipsacaster anoplus
w-ase-368318,leptychaster anomalus
w-ase-123896,leptychaster arcticus
w-ase-368322,leptychaster pacificus
w-ase-380657,psilaster pectinatus
w-ase-292833,thrissacanthias penicillatus
w-ase-123915,ctenodiscus crispatus
w-ase-368135,luidia columbia
w-ase-368114,luidia foliolata
w-ase-123935,porcellanaster ceruleus
w-ase-213289,acanthaster planci
w-ase-382131,patiria miniata
w-ase-369117,henricia leviuscula
w-ase-123974,henricia sanguinolenta
w-ase-381961,poraniopsis inflata
w-ase-240771,dermasterias imbricata
w-ase-124128,diplopteraster multipes
w-ase-369025,hymenaster quadrispinosus
w-ase-369039,pteraster jordani
w-ase-369041,pteraster marsippus
w-ase-124147,pteraster militaris
w-ase-369053,pteraster tesselatus
w-ase-124154,crossaster papposus
w-ase-292719,lophaster furcilliger
slb-65715,crossaster borealis
w-ase-292720,solaster dawsoni
w-ase-124160,solaster endeca
w-ase-292727,solaster paxillatus
w-ase-292729,solaster stimpsoni
w-ase-368805,ceramaster clarki
w-ase-368808,ceramaster japonicus
w-ase-213335,ceramaster patagonicus
slb-65739,hippasteria lepidonotus
w-ase-559194,gephyreaster swifti
w-ase-254890,hippasteria californica
slb-65747,hippasteria phrygiana
w-ase-242160,mediaster aequalis
w-ase-370836,pseudarchaster dissonus
w-ase-124085,pseudarchaster parelii
w-ase-378630,linckia columbiae
its-158582,florometra asperrima
its-158580,florometra serratissima
its-158597,psathyrometra fragilis
slb-65811,arbacia stellata
w-ech-513266,eucidaris thouarsii
w-ech-422499,clypeaster subdepressus
w-ech-513215,dendraster excentricus
w-ech-158062,echinarachnius parma
slb-65850,encope aberrans
w-ech-513258,encope micropora
w-ech-513165,centrostephanus coronatus
w-ech-213378,echinothrix diadema
w-ech-213383,echinometra mathaei
w-ech-124321,strongylocentrotus droebachiensis
w-ech-124324,strongylocentrotus pallidus
w-ech-240747,strongylocentrotus purpuratus
w-ech-220659,sperosoma biseriatum
w-ech-513094,aeropsis fulva
w-ech-513150,brissopsis pacifica
w-ech-213575,brissus latecarinatus
w-ech-513372,lovenia cordiformis
w-ech-513143,brisaster latifrons
w-ech-158067,moira atropos
slb-65937,lytechinus pictus
w-ech-513378,lytechinus pictus
slb-66013,holothuria impatiens
slb-66033,parastichopus parvimensis
w-hol-529004,capheira sulcata
w-hol-152565,pseudostichopus mollis
w-hol-225807,cucumaria miniata
w-hol-529459,cucumaria piperata
slb-66152,psolus chitonoides
w-hol-124713,psolus squamatus
w-hol-529305,eupentacta quinquesemita
w-hol-225804,paracaudina chilensis
w-oph-242666,amphiodia occidentalis
w-oph-242670,amphiodia periercta
w-amp-158014,acanthohaustorius intermedius
slb-66228,amphiodia urtica
slb-66233,amphioplus macraspis
w-oph-242878,amphipholis pugetana
w-oph-125064,amphipholis squamata
w-oph-242906,amphiura carchara
slb-66249,amphiura diomedeae
w-oph-243928,ophiophragmus marginatus
w-oph-243327,ophiacantha bathybia
w-oph-243405,ophiacantha rhachophora
w-oph-125033,ophiolimna bairdi
slb-66324,ophiophthalmus cataleimmoidus
slb-66325,ophiacantha diplasia
slb-66326,ophiacantha eurypoma
slb-66328,ophiophthalmus normani
w-oph-125122,ophiactis savignyi
w-oph-243468,ophiactis simplex
w-oph-125125,ophiopholis aculeata
w-oph-243913,ophiopholis bakeri
w-oph-245866,ophiopholis longispina
w-oph-244022,ophiopteris papillosa
w-oph-213218,ophiarachnella gorgonia
slb-66378,ophioderma variegatum
w-oph-243877,ophionereis annulata
slb-66402,ophiothrix spiculata
slb-66406,stegophiura ponderosa
w-oph-242740,amphiophiura superba
w-oph-124854,ophiocten hastatum
slb-66423,ophiosphalma glabrum
slb-66425,ophiomusa lymani
w-oph-243980,ophioplocus esmarki
w-oph-244266,ophiura cryptolepis
w-oph-124918,ophiura flagellata
slb-66452,ophiuroglypha irrorata
w-oph-244279,ophiura leptoctenia
slb-66461,ophiura sarsii
w-oph-124951,asteronyx loveni
w-oph-382690,asteroschema sublaeve
w-oph-124969,gorgonocephalus eucnemis
w-oph-244043,ophioscolex corynetes
w-bry-111061,reptadeonella violacea
w-bry-111070,beania hirtissima
slb-66719,bugulina californica
slb-66723,bugulina fulva
slb-66736,bugulina stolonifera
slb-66824,microporina articulata
w-bry-216028,celleporina costazii
w-bry-111360,synnotum aegyptiacum
w-bry-111399,hippothoa divaricata
w-bry-111411,membranipora membranacea
w-bry-111418,fenestrulina malusii
w-bry-111513,arthropoma cecilii
slb-67342,primavelans insculpta
w-bry-111656,amathia distans
w-bry-111663,amathia vidovici
slb-67576,amathia gracilis
slb-67585,amathia verticillata
w-bry-111700,crisia occidentalis
slb-67618,diaperoforma californica
slb-67642,heteropora pacifica
w-gtr-114692,turbanella cornuta
w-amp-157854,microprotopus raneyi
w-gtd-114746,haplognathia ruberrima
w-msc-504529,glycymeris keenae
w-msc-504512,glycymeris septentrionalis
slb-68833,glycymeris septentrionalis
w-amp-421596,photis pugnator
w-msc-504630,arcopsis solida
w-msc-504729,philobrya setosa
w-msc-140233,lima lima
w-msc-505495,limaria hemphilli
w-msc-505545,limatula attenuata
w-msc-420752,limatula confusa
w-msc-505542,limatula japonica
w-msc-540329,limatula saturna
w-msc-505524,limatula similaris
w-msc-420984,gastrochaena ovata
w-msc-236786,cyrtodaria kurriana
w-msc-140103,hiatella arctica
w-msc-505401,panopea abrupta
w-msc-545994,panopea generosa
w-msc-397065,cryptomya californica
w-msc-140430,mya arenaria
w-msc-140431,mya truncata
w-msc-505903,platyodon cancellatus
w-msc-216465,martesia striata
w-msc-507009,parapholas californica
w-msc-507013,penitella penita
w-msc-507034,xylophaga washingtona
w-msc-423834,zirfaea pilsbryi
w-msc-527858,bankia setacea
w-msc-141600,lyrodus pedicellatus
w-msc-141607,teredo navalis
w-msc-505934,adula californiensis
w-msc-505932,adula diegensis
w-msc-140435,amygdalum politum
w-msc-420690,amygdalum sagittatum
w-msc-420694,botula fusca
w-msc-505982,brachidontes adamsianus
w-msc-140440,crenella decussata
w-msc-506004,crenella divaricata
w-msc-506010,dacrydium pacificum
w-msc-140449,dacrydium vitreum
w-msc-506028,gregariella coarctata
slb-69075,leiosolenus aristatus
slb-69076,leiosolenus attenuatus
w-msc-420704,lithophaga nigra
slb-69079,leiosolenus plumula
w-msc-420705,modiolus americanus
w-msc-506104,modiolus capax
w-msc-506124,modiolus carpenteri
w-msc-140467,modiolus modiolus
w-msc-506105,modiolus rectus
w-msc-140472,musculus discors
w-msc-467467,musculus glacialis
w-msc-140474,musculus niger
w-msc-367837,mytilus californianus
w-msc-140480,mytilus edulis
w-msc-140482,mytilus trossulus
slb-69123,mytilisepta bifurcata
w-msc-216632,septifer bilocularis
w-msc-506181,solamen columbianum
w-msc-506194,vilasina seminuda
w-msc-506195,vilasina vernicosa
w-msc-140577,nuculana minuta
w-msc-506568,acila castrensis
w-amp-158078,cerapus tubularis
w-msc-140584,ennucula tenuis
w-msc-156916,nucula proxima
w-msc-141983,megayoldia thraciaeformis
w-msc-141987,portlandia arctica
slb-69256,yoldiella intermedia
w-msc-141989,yoldia hyperborea
w-msc-157006,yoldia myalis
w-msc-157007,yoldia sapotilla
slb-69279,yoldia aeolica
w-msc-504259,anomia peruviana
w-msc-758426,pododesmus macrochisma
w-msc-140048,neopycnodonte cochlear
w-msc-542155,ostrea lurida
w-msc-394270,argopecten ventricosus
w-msc-391825,chlamys behringiana
w-msc-367964,chlamys hastata
w-msc-140692,chlamys islandica
slb-69383,chlamys lowei
w-msc-254460,chlamys rubida
w-msc-240774,crassadoma gigantea
w-msc-391795,delectopecten vancouverensis
w-msc-140702,delectopecten vitreus
w-msc-394383,nodipecten subnodosus
w-msc-393720,patinopecten caurinus
w-msc-408482,cardiomya pectinata
w-msc-506763,entodesma navicula
w-msc-506774,lyonsia californica
w-msc-156793,lyonsia hyalina
w-msc-506784,mytilimeria nuttalli
w-msc-506826,pandora bilirata
w-msc-506817,pandora filosa
w-msc-140673,pandora glacialis
w-msc-506822,pandora wardiana
w-msc-421003,asthenothaerus hemphilli
w-msc-506909,thracia trapezoides
w-msc-507054,isognomon janus
w-msc-507052,isognomon recognitus
w-msc-207895,pinna muricata
w-msc-464505,pteria sterna
w-msc-507128,petrasma pervernicosa
w-msc-138818,astarte borealis
w-msc-138821,astarte elliptica
w-msc-423165,astarte esquimalti
w-msc-138823,astarte montagui
slb-70116,keenocardium blandum
slb-70117,keenocardium californiense
slb-70118,ciliatocardium ciliatum
w-msc-381980,clinocardium nuttallii
slb-70124,fulvia laevigata
slb-70129,keenaea centifilosa
w-msc-246815,crassicardia crebricostata
w-msc-504908,glans carpenteri
slb-70176,glans carpenteri
w-msc-420835,pleuromeris tridentata
w-msc-420842,crassinella dupliniana
w-msc-420843,crassinella lunulata
w-msc-156887,mytilopsis leucophaeata
w-msc-464161,fimbria fimbriata
w-msc-140161,kellia suborbicularis
slb-70306,kurtiella tumida
slb-70327,kurtiella tumida
slb-70334,anodontia edentula
w-msc-464122,ctena bella
slb-70376,callucina keenae
w-msc-464250,parvilucina tenuisculpta
w-msc-156863,mactromeris polynyma
w-msc-505724,mactrotoma californica
w-msc-505765,simomactra falcata
w-msc-367776,tresus capax
w-msc-505780,tresus nuttallii
w-msc-507469,petricola carditoides
slb-70469,petricolaria pholadiformis
w-msc-140734,ensis minor
w-msc-536684,siliqua patula
w-msc-507139,gari californica
w-msc-216457,ervilia bisculpta
w-msc-420914,semele bellastriata
w-msc-507316,semele rubropicta
w-msc-420917,semelina nuculoides
w-msc-507361,tagelus californianus
w-msc-413523,solen sicarius
slb-70618,limecola balthica
w-msc-254466,macoma brota
w-msc-420876,macoma carlottensis
w-msc-582757,macoma elimata
slb-70629,rexithaerus expansa
w-msc-582759,macoma inquinata
w-msc-156797,macoma lama
w-msc-582760,macoma lipara
w-msc-156225,macoma loveni
w-msc-156226,macoma moesta
w-msc-582761,macoma nasuta
w-msc-423498,macoma obliqua
slb-70649,rexithaerus secta
slb-70652,macoploma tenta
slb-70654,macoploma yoldiformis
w-msc-216526,quidnipagus palatam
w-msc-420895,strigilla mirabilis
slb-70675,megangulus bodegensis
slb-70677,ameritella carpenteri
w-msc-582784,tellina nuculoides
slb-7072,idunella barnardi
w-msc-246819,axinopsida serricata
w-msc-420805,conchocele bisecta
w-msc-141662,thyasira flexuosa
slb-70766,thyasira gouldii
w-msc-156674,thyasira trisinuata
w-msc-141875,turtonia minuta
w-msc-420808,diplodonta punctata
w-msc-507527,compsomyax subdiaphana
w-msc-507786,nutricola lordi
w-msc-507789,nutricola tantilla
w-msc-546014,saxidomus gigantea
w-msc-367761,tivela stultorum
w-msc-341781,haliphron atlanticus
w-msc-342272,amphitretus pelagicus
w-msc-138803,argonauta argo
slb-70961,argonauta nouryi
w-msc-215276,argonauta hians
w-msc-341786,argonauta nouryi
w-msc-138849,japetella diaphana
slb-70995,muusoctopus hokkaidensis
slb-70997,muusoctopus leioderma
w-msc-342305,enteroctopus dofleini
w-msc-341942,octopus alecto
w-msc-341951,octopus bimaculatus
w-msc-341983,octopus hubbsorum
w-msc-342023,octopus rubescens
w-msc-140610,ocythoe tuberculata
w-msc-342092,opisthoteuthis californiana
w-msc-141962,vitreledonella richardi
w-msc-346432,rossia pacifica
w-msc-138848,bathyteuthis abyssicola
w-msc-138852,brachioteuthis riisei
slb-71422,chiroteuthis veranii
w-msc-342249,planctoteuthis danae
w-msc-181377,chtenopteryx sicula
w-msc-139422,bathothauma lyromma
w-msc-181386,cranchia scabra
w-msc-342293,egea inermis
w-msc-139424,helicocranchia pfefferi
w-msc-342354,liguriella podophthalma
slb-71452,liocranchia reinhardtii
w-msc-225818,megalocranchia oceanica
w-msc-342386,sandalops melancholicus
w-msc-139428,taonius pavo
w-msc-342234,discoteuthis discus
w-msc-196595,discoteuthis laciniosa
slb-71467,abralia andamanica
slb-71490,abraliopsis felis
slb-71492,abraliopsis hoylei
w-msc-342286,berryteuthis magister
w-msc-341859,gonatus onyx
w-msc-140115,histioteuthis meleagroteuthis
w-msc-879785,joubiniteuthis portieri
w-msc-157029,mastigoteuthis agassizii
w-amp-102563,eurythenes gryllus
w-msc-342060,octopoteuthis megaptera
w-msc-181379,octopoteuthis sicula
w-msc-140609,taningia danae
w-msc-342291,dosidicus gigas
w-msc-342313,eucleoteuthis luminosa
w-msc-342337,hyaloteuthis pelagica
w-msc-181382,ommastrephes bartramii
w-msc-342066,sthenoteuthis oualaniensis
w-msc-140649,onychoteuthis banksii
w-msc-140650,onykia carriboea
w-msc-342104,pterygioteuthis gemmata
w-msc-141097,pterygioteuthis giardi
w-msc-342242,pyroteuthis addolux
w-msc-157031,pyroteuthis margaritifera
w-amp-102570,hippomedon denticulatus
w-msc-141680,thysanoteuthis rhombus
w-msc-141887,vampyroteuthis infernalis
w-msc-240765,aplysia californica
w-msc-138757,aplysia parvula
w-msc-534197,calliostoma annulatum
w-msc-580412,calliostoma ligatum
slb-71784,akoya platinum
w-msc-367955,diodora aspera
w-msc-527885,megathura crenulata
